threshold,pending_count,pending_ratio,exact_match_acc_human_100%,exact_match_acc_human_90%,exact_match_acc_human_80%,macro_f1_human_100%
0.652,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6525,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.653,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6535,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.654,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6545,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.655,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6555,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.656,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6565,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.657,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6575,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.658,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6585,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.659,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6595,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.66,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6605,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.661,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6615,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.662,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6625,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.663,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6635,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.664,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6645,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.665,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6655,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.666,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6665,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.667,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6675,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.668,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6685,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.669,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6695,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.67,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6705,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.671,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6715,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.672,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6725,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.673,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6735,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.674,1,0.0031,0.9065,0.9062,0.9059,0.9462
0.6745,0,0.0,0.9034,0.9034,0.9034,0.9418
0.675,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6755,0,0.0,0.9034,0.9034,0.9034,0.9418
0.676,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6765,0,0.0,0.9034,0.9034,0.9034,0.9418
0.677,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6775,0,0.0,0.9034,0.9034,0.9034,0.9418
0.678,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6785,0,0.0,0.9034,0.9034,0.9034,0.9418
0.679,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6795,0,0.0,0.9034,0.9034,0.9034,0.9418
0.68,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6805,0,0.0,0.9034,0.9034,0.9034,0.9418
0.681,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6815,0,0.0,0.9034,0.9034,0.9034,0.9418
0.682,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6825,0,0.0,0.9034,0.9034,0.9034,0.9418
0.683,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6835,0,0.0,0.9034,0.9034,0.9034,0.9418
0.684,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6845,0,0.0,0.9034,0.9034,0.9034,0.9418
0.685,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6855,0,0.0,0.9034,0.9034,0.9034,0.9418
0.686,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6865,0,0.0,0.9034,0.9034,0.9034,0.9418
0.687,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6875,0,0.0,0.9034,0.9034,0.9034,0.9418
0.688,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6885,0,0.0,0.9034,0.9034,0.9034,0.9418
0.689,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6895,0,0.0,0.9034,0.9034,0.9034,0.9418
0.69,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6905,0,0.0,0.9034,0.9034,0.9034,0.9418
0.691,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6915,0,0.0,0.9034,0.9034,0.9034,0.9418
0.692,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6925,0,0.0,0.9034,0.9034,0.9034,0.9418
0.693,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6935,0,0.0,0.9034,0.9034,0.9034,0.9418
0.694,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6945,0,0.0,0.9034,0.9034,0.9034,0.9418
0.695,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6955,0,0.0,0.9034,0.9034,0.9034,0.9418
0.696,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6965,0,0.0,0.9034,0.9034,0.9034,0.9418
0.697,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6975,0,0.0,0.9034,0.9034,0.9034,0.9418
0.698,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6985,0,0.0,0.9034,0.9034,0.9034,0.9418
0.699,0,0.0,0.9034,0.9034,0.9034,0.9418
0.6995,0,0.0,0.9034,0.9034,0.9034,0.9418
0.7,0,0.0,0.9034,0.9034,0.9034,0.9418
