threshold,pending_count,pending_ratio,exact_match_acc_human_100%,exact_match_acc_human_90%,exact_match_acc_human_80%
0.528,12,0.0374,0.9221,0.9184,0.9146
0.5285,12,0.0374,0.9221,0.9184,0.9146
0.529,12,0.0374,0.9221,0.9184,0.9146
0.5295,12,0.0374,0.9221,0.9184,0.9146
0.53,12,0.0374,0.9221,0.9184,0.9146
0.5305,12,0.0374,0.9221,0.9184,0.9146
0.531,12,0.0374,0.9221,0.9184,0.9146
0.5315,12,0.0374,0.9221,0.9184,0.9146
0.532,12,0.0374,0.9221,0.9184,0.9146
0.5325,12,0.0374,0.9221,0.9184,0.9146
0.533,12,0.0374,0.9221,0.9184,0.9146
0.5335,12,0.0374,0.9221,0.9184,0.9146
0.534,12,0.0374,0.9221,0.9184,0.9146
0.5345,12,0.0374,0.9221,0.9184,0.9146
0.535,12,0.0374,0.9221,0.9184,0.9146
0.5355,12,0.0374,0.9221,0.9184,0.9146
0.536,12,0.0374,0.9221,0.9184,0.9146
0.5365,12,0.0374,0.9221,0.9184,0.9146
0.537,12,0.0374,0.9221,0.9184,0.9146
0.5375,12,0.0374,0.9221,0.9184,0.9146
0.538,12,0.0374,0.9221,0.9184,0.9146
0.5385,11,0.0343,0.9221,0.9187,0.9153
0.539,11,0.0343,0.9221,0.9187,0.9153
0.5395,11,0.0343,0.9221,0.9187,0.9153
0.54,11,0.0343,0.9221,0.9187,0.9153
0.5405,11,0.0343,0.9221,0.9187,0.9153
0.541,11,0.0343,0.9221,0.9187,0.9153
0.5415,11,0.0343,0.9221,0.9187,0.9153
0.542,11,0.0343,0.9221,0.9187,0.9153
0.5425,11,0.0343,0.9221,0.9187,0.9153
0.543,11,0.0343,0.9221,0.9187,0.9153
0.5435,10,0.0312,0.919,0.9159,0.9128
0.544,10,0.0312,0.919,0.9159,0.9128
0.5445,10,0.0312,0.919,0.9159,0.9128
0.545,10,0.0312,0.919,0.9159,0.9128
0.5455,10,0.0312,0.919,0.9159,0.9128
0.546,10,0.0312,0.919,0.9159,0.9128
0.5465,10,0.0312,0.919,0.9159,0.9128
0.547,10,0.0312,0.919,0.9159,0.9128
0.5475,10,0.0312,0.919,0.9159,0.9128
0.548,10,0.0312,0.919,0.9159,0.9128
0.5485,10,0.0312,0.919,0.9159,0.9128
0.549,10,0.0312,0.919,0.9159,0.9128
0.5495,10,0.0312,0.919,0.9159,0.9128
0.55,10,0.0312,0.919,0.9159,0.9128
0.5505,10,0.0312,0.919,0.9159,0.9128
0.551,10,0.0312,0.919,0.9159,0.9128
0.5515,10,0.0312,0.919,0.9159,0.9128
0.552,10,0.0312,0.919,0.9159,0.9128
0.5525,9,0.028,0.919,0.9162,0.9134
0.553,9,0.028,0.919,0.9162,0.9134
0.5535,9,0.028,0.919,0.9162,0.9134
0.554,8,0.0249,0.9159,0.9134,0.9109
0.5545,8,0.0249,0.9159,0.9134,0.9109
0.555,8,0.0249,0.9159,0.9134,0.9109
0.5555,8,0.0249,0.9159,0.9134,0.9109
0.556,8,0.0249,0.9159,0.9134,0.9109
0.5565,8,0.0249,0.9159,0.9134,0.9109
0.557,8,0.0249,0.9159,0.9134,0.9109
0.5575,8,0.0249,0.9159,0.9134,0.9109
0.558,8,0.0249,0.9159,0.9134,0.9109
0.5585,8,0.0249,0.9159,0.9134,0.9109
0.559,8,0.0249,0.9159,0.9134,0.9109
0.5595,8,0.0249,0.9159,0.9134,0.9109
0.56,8,0.0249,0.9159,0.9134,0.9109
0.5605,8,0.0249,0.9159,0.9134,0.9109
0.561,8,0.0249,0.9159,0.9134,0.9109
0.5615,8,0.0249,0.9159,0.9134,0.9109
0.562,8,0.0249,0.9159,0.9134,0.9109
0.5625,8,0.0249,0.9159,0.9134,0.9109
0.563,8,0.0249,0.9159,0.9134,0.9109
0.5635,8,0.0249,0.9159,0.9134,0.9109
0.564,8,0.0249,0.9159,0.9134,0.9109
0.5645,8,0.0249,0.9159,0.9134,0.9109
0.565,8,0.0249,0.9159,0.9134,0.9109
0.5655,8,0.0249,0.9159,0.9134,0.9109
0.566,8,0.0249,0.9159,0.9134,0.9109
0.5665,8,0.0249,0.9159,0.9134,0.9109
0.567,8,0.0249,0.9159,0.9134,0.9109
0.5675,8,0.0249,0.9159,0.9134,0.9109
0.568,8,0.0249,0.9159,0.9134,0.9109
0.5685,8,0.0249,0.9159,0.9134,0.9109
0.569,8,0.0249,0.9159,0.9134,0.9109
0.5695,8,0.0249,0.9159,0.9134,0.9109
0.57,8,0.0249,0.9159,0.9134,0.9109
0.5705,8,0.0249,0.9159,0.9134,0.9109
0.571,8,0.0249,0.9159,0.9134,0.9109
0.5715,8,0.0249,0.9159,0.9134,0.9109
0.572,8,0.0249,0.9159,0.9134,0.9109
0.5725,8,0.0249,0.9159,0.9134,0.9109
0.573,8,0.0249,0.9159,0.9134,0.9109
0.5735,8,0.0249,0.9159,0.9134,0.9109
0.574,8,0.0249,0.9159,0.9134,0.9109
0.5745,8,0.0249,0.9159,0.9134,0.9109
0.575,8,0.0249,0.9159,0.9134,0.9109
0.5755,8,0.0249,0.9159,0.9134,0.9109
0.576,8,0.0249,0.9159,0.9134,0.9109
0.5765,8,0.0249,0.9159,0.9134,0.9109
0.577,8,0.0249,0.9159,0.9134,0.9109
0.5775,8,0.0249,0.9159,0.9134,0.9109
0.578,8,0.0249,0.9159,0.9134,0.9109
0.5785,8,0.0249,0.9159,0.9134,0.9109
0.579,8,0.0249,0.9159,0.9134,0.9109
0.5795,8,0.0249,0.9159,0.9134,0.9109
0.58,8,0.0249,0.9159,0.9134,0.9109
0.5805,8,0.0249,0.9159,0.9134,0.9109
0.581,8,0.0249,0.9159,0.9134,0.9109
0.5815,7,0.0218,0.9128,0.9106,0.9084
0.582,7,0.0218,0.9128,0.9106,0.9084
0.5825,7,0.0218,0.9128,0.9106,0.9084
0.583,7,0.0218,0.9128,0.9106,0.9084
0.5835,7,0.0218,0.9128,0.9106,0.9084
0.584,7,0.0218,0.9128,0.9106,0.9084
0.5845,6,0.0187,0.9128,0.9109,0.909
0.585,6,0.0187,0.9128,0.9109,0.909
0.5855,6,0.0187,0.9128,0.9109,0.909
0.586,6,0.0187,0.9128,0.9109,0.909
0.5865,6,0.0187,0.9128,0.9109,0.909
0.587,6,0.0187,0.9128,0.9109,0.909
0.5875,6,0.0187,0.9128,0.9109,0.909
0.588,5,0.0156,0.9128,0.9112,0.9097
0.5885,5,0.0156,0.9128,0.9112,0.9097
0.589,5,0.0156,0.9128,0.9112,0.9097
0.5895,5,0.0156,0.9128,0.9112,0.9097
0.59,5,0.0156,0.9128,0.9112,0.9097
0.5905,5,0.0156,0.9128,0.9112,0.9097
0.591,5,0.0156,0.9128,0.9112,0.9097
0.5915,5,0.0156,0.9128,0.9112,0.9097
0.592,5,0.0156,0.9128,0.9112,0.9097
0.5925,5,0.0156,0.9128,0.9112,0.9097
0.593,5,0.0156,0.9128,0.9112,0.9097
0.5935,5,0.0156,0.9128,0.9112,0.9097
0.594,5,0.0156,0.9128,0.9112,0.9097
0.5945,5,0.0156,0.9128,0.9112,0.9097
0.595,5,0.0156,0.9128,0.9112,0.9097
0.5955,5,0.0156,0.9128,0.9112,0.9097
0.596,5,0.0156,0.9128,0.9112,0.9097
0.5965,5,0.0156,0.9128,0.9112,0.9097
0.597,5,0.0156,0.9128,0.9112,0.9097
0.5975,5,0.0156,0.9128,0.9112,0.9097
0.598,5,0.0156,0.9128,0.9112,0.9097
0.5985,5,0.0156,0.9128,0.9112,0.9097
0.599,5,0.0156,0.9128,0.9112,0.9097
0.5995,5,0.0156,0.9128,0.9112,0.9097
0.6,5,0.0156,0.9128,0.9112,0.9097
0.6005,5,0.0156,0.9128,0.9112,0.9097
0.601,5,0.0156,0.9128,0.9112,0.9097
0.6015,5,0.0156,0.9128,0.9112,0.9097
0.602,5,0.0156,0.9128,0.9112,0.9097
0.6025,5,0.0156,0.9128,0.9112,0.9097
0.603,5,0.0156,0.9128,0.9112,0.9097
0.6035,5,0.0156,0.9128,0.9112,0.9097
0.604,5,0.0156,0.9128,0.9112,0.9097
0.6045,5,0.0156,0.9128,0.9112,0.9097
0.605,5,0.0156,0.9128,0.9112,0.9097
0.6055,5,0.0156,0.9128,0.9112,0.9097
0.606,5,0.0156,0.9128,0.9112,0.9097
0.6065,5,0.0156,0.9128,0.9112,0.9097
0.607,5,0.0156,0.9128,0.9112,0.9097
0.6075,5,0.0156,0.9128,0.9112,0.9097
0.608,5,0.0156,0.9128,0.9112,0.9097
0.6085,5,0.0156,0.9128,0.9112,0.9097
0.609,5,0.0156,0.9128,0.9112,0.9097
0.6095,5,0.0156,0.9128,0.9112,0.9097
0.61,5,0.0156,0.9128,0.9112,0.9097
0.6105,5,0.0156,0.9128,0.9112,0.9097
0.611,5,0.0156,0.9128,0.9112,0.9097
0.6115,5,0.0156,0.9128,0.9112,0.9097
0.612,5,0.0156,0.9128,0.9112,0.9097
0.6125,5,0.0156,0.9128,0.9112,0.9097
0.613,5,0.0156,0.9128,0.9112,0.9097
0.6135,5,0.0156,0.9128,0.9112,0.9097
0.614,5,0.0156,0.9128,0.9112,0.9097
0.6145,5,0.0156,0.9128,0.9112,0.9097
0.615,5,0.0156,0.9128,0.9112,0.9097
0.6155,5,0.0156,0.9128,0.9112,0.9097
0.616,5,0.0156,0.9128,0.9112,0.9097
0.6165,5,0.0156,0.9128,0.9112,0.9097
0.617,5,0.0156,0.9128,0.9112,0.9097
0.6175,5,0.0156,0.9128,0.9112,0.9097
0.618,5,0.0156,0.9128,0.9112,0.9097
0.6185,5,0.0156,0.9128,0.9112,0.9097
0.619,5,0.0156,0.9128,0.9112,0.9097
0.6195,5,0.0156,0.9128,0.9112,0.9097
0.62,5,0.0156,0.9128,0.9112,0.9097
0.6205,4,0.0125,0.9128,0.9115,0.9103
0.621,4,0.0125,0.9128,0.9115,0.9103
0.6215,4,0.0125,0.9128,0.9115,0.9103
0.622,4,0.0125,0.9128,0.9115,0.9103
0.6225,4,0.0125,0.9128,0.9115,0.9103
0.623,4,0.0125,0.9128,0.9115,0.9103
0.6235,4,0.0125,0.9128,0.9115,0.9103
0.624,4,0.0125,0.9128,0.9115,0.9103
0.6245,4,0.0125,0.9128,0.9115,0.9103
0.625,4,0.0125,0.9128,0.9115,0.9103
0.6255,4,0.0125,0.9128,0.9115,0.9103
0.626,4,0.0125,0.9128,0.9115,0.9103
0.6265,4,0.0125,0.9128,0.9115,0.9103
0.627,4,0.0125,0.9128,0.9115,0.9103
0.6275,4,0.0125,0.9128,0.9115,0.9103
0.628,4,0.0125,0.9128,0.9115,0.9103
0.6285,4,0.0125,0.9128,0.9115,0.9103
0.629,4,0.0125,0.9128,0.9115,0.9103
0.6295,4,0.0125,0.9128,0.9115,0.9103
0.63,4,0.0125,0.9128,0.9115,0.9103
0.6305,4,0.0125,0.9128,0.9115,0.9103
0.631,4,0.0125,0.9128,0.9115,0.9103
0.6315,4,0.0125,0.9128,0.9115,0.9103
0.632,4,0.0125,0.9128,0.9115,0.9103
0.6325,4,0.0125,0.9128,0.9115,0.9103
0.633,4,0.0125,0.9128,0.9115,0.9103
0.6335,4,0.0125,0.9128,0.9115,0.9103
0.634,4,0.0125,0.9128,0.9115,0.9103
0.6345,4,0.0125,0.9128,0.9115,0.9103
0.635,4,0.0125,0.9128,0.9115,0.9103
0.6355,4,0.0125,0.9128,0.9115,0.9103
0.636,4,0.0125,0.9128,0.9115,0.9103
0.6365,4,0.0125,0.9128,0.9115,0.9103
0.637,4,0.0125,0.9128,0.9115,0.9103
0.6375,4,0.0125,0.9128,0.9115,0.9103
0.638,4,0.0125,0.9128,0.9115,0.9103
0.6385,4,0.0125,0.9128,0.9115,0.9103
0.639,4,0.0125,0.9128,0.9115,0.9103
0.6395,4,0.0125,0.9128,0.9115,0.9103
0.64,4,0.0125,0.9128,0.9115,0.9103
0.6405,4,0.0125,0.9128,0.9115,0.9103
0.641,4,0.0125,0.9128,0.9115,0.9103
0.6415,4,0.0125,0.9128,0.9115,0.9103
0.642,4,0.0125,0.9128,0.9115,0.9103
0.6425,4,0.0125,0.9128,0.9115,0.9103
0.643,4,0.0125,0.9128,0.9115,0.9103
0.6435,4,0.0125,0.9128,0.9115,0.9103
0.644,4,0.0125,0.9128,0.9115,0.9103
0.6445,4,0.0125,0.9128,0.9115,0.9103
0.645,4,0.0125,0.9128,0.9115,0.9103
0.6455,4,0.0125,0.9128,0.9115,0.9103
0.646,4,0.0125,0.9128,0.9115,0.9103
0.6465,4,0.0125,0.9128,0.9115,0.9103
0.647,4,0.0125,0.9128,0.9115,0.9103
0.6475,3,0.0093,0.9128,0.9118,0.9109
0.648,3,0.0093,0.9128,0.9118,0.9109
0.6485,3,0.0093,0.9128,0.9118,0.9109
0.649,3,0.0093,0.9128,0.9118,0.9109
0.6495,3,0.0093,0.9128,0.9118,0.9109
0.65,3,0.0093,0.9128,0.9118,0.9109
0.6505,3,0.0093,0.9128,0.9118,0.9109
0.651,3,0.0093,0.9128,0.9118,0.9109
0.6515,3,0.0093,0.9128,0.9118,0.9109
0.652,3,0.0093,0.9128,0.9118,0.9109
0.6525,3,0.0093,0.9128,0.9118,0.9109
0.653,3,0.0093,0.9128,0.9118,0.9109
0.6535,3,0.0093,0.9128,0.9118,0.9109
0.654,3,0.0093,0.9128,0.9118,0.9109
0.6545,3,0.0093,0.9128,0.9118,0.9109
0.655,3,0.0093,0.9128,0.9118,0.9109
0.6555,3,0.0093,0.9128,0.9118,0.9109
0.656,3,0.0093,0.9128,0.9118,0.9109
0.6565,3,0.0093,0.9128,0.9118,0.9109
0.657,3,0.0093,0.9128,0.9118,0.9109
0.6575,3,0.0093,0.9128,0.9118,0.9109
0.658,3,0.0093,0.9128,0.9118,0.9109
0.6585,3,0.0093,0.9128,0.9118,0.9109
0.659,3,0.0093,0.9128,0.9118,0.9109
0.6595,3,0.0093,0.9128,0.9118,0.9109
0.66,3,0.0093,0.9128,0.9118,0.9109
0.6605,3,0.0093,0.9128,0.9118,0.9109
0.661,3,0.0093,0.9128,0.9118,0.9109
0.6615,3,0.0093,0.9128,0.9118,0.9109
0.662,3,0.0093,0.9128,0.9118,0.9109
0.6625,3,0.0093,0.9128,0.9118,0.9109
0.663,3,0.0093,0.9128,0.9118,0.9109
0.6635,3,0.0093,0.9128,0.9118,0.9109
0.664,3,0.0093,0.9128,0.9118,0.9109
0.6645,3,0.0093,0.9128,0.9118,0.9109
0.665,3,0.0093,0.9128,0.9118,0.9109
0.6655,3,0.0093,0.9128,0.9118,0.9109
0.666,3,0.0093,0.9128,0.9118,0.9109
0.6665,3,0.0093,0.9128,0.9118,0.9109
0.667,3,0.0093,0.9128,0.9118,0.9109
0.6675,3,0.0093,0.9128,0.9118,0.9109
0.668,3,0.0093,0.9128,0.9118,0.9109
0.6685,3,0.0093,0.9128,0.9118,0.9109
0.669,3,0.0093,0.9128,0.9118,0.9109
0.6695,3,0.0093,0.9128,0.9118,0.9109
0.67,3,0.0093,0.9128,0.9118,0.9109
0.6705,3,0.0093,0.9128,0.9118,0.9109
0.671,3,0.0093,0.9128,0.9118,0.9109
0.6715,3,0.0093,0.9128,0.9118,0.9109
0.672,3,0.0093,0.9128,0.9118,0.9109
0.6725,3,0.0093,0.9128,0.9118,0.9109
0.673,3,0.0093,0.9128,0.9118,0.9109
0.6735,3,0.0093,0.9128,0.9118,0.9109
0.674,3,0.0093,0.9128,0.9118,0.9109
0.6745,2,0.0062,0.9097,0.909,0.9084
0.675,2,0.0062,0.9097,0.909,0.9084
0.6755,2,0.0062,0.9097,0.909,0.9084
0.676,2,0.0062,0.9097,0.909,0.9084
0.6765,2,0.0062,0.9097,0.909,0.9084
0.677,2,0.0062,0.9097,0.909,0.9084
0.6775,2,0.0062,0.9097,0.909,0.9084
0.678,2,0.0062,0.9097,0.909,0.9084
0.6785,2,0.0062,0.9097,0.909,0.9084
0.679,2,0.0062,0.9097,0.909,0.9084
0.6795,2,0.0062,0.9097,0.909,0.9084
0.68,2,0.0062,0.9097,0.909,0.9084
0.6805,2,0.0062,0.9097,0.909,0.9084
0.681,2,0.0062,0.9097,0.909,0.9084
0.6815,2,0.0062,0.9097,0.909,0.9084
0.682,2,0.0062,0.9097,0.909,0.9084
0.6825,2,0.0062,0.9097,0.909,0.9084
0.683,2,0.0062,0.9097,0.909,0.9084
0.6835,2,0.0062,0.9097,0.909,0.9084
0.684,2,0.0062,0.9097,0.909,0.9084
0.6845,1,0.0031,0.9065,0.9062,0.9059
0.685,1,0.0031,0.9065,0.9062,0.9059
0.6855,1,0.0031,0.9065,0.9062,0.9059
0.686,1,0.0031,0.9065,0.9062,0.9059
0.6865,1,0.0031,0.9065,0.9062,0.9059
0.687,1,0.0031,0.9065,0.9062,0.9059
0.6875,1,0.0031,0.9065,0.9062,0.9059
0.688,1,0.0031,0.9065,0.9062,0.9059
0.6885,1,0.0031,0.9065,0.9062,0.9059
0.689,1,0.0031,0.9065,0.9062,0.9059
0.6895,1,0.0031,0.9065,0.9062,0.9059
0.69,1,0.0031,0.9065,0.9062,0.9059
0.6905,1,0.0031,0.9065,0.9062,0.9059
0.691,1,0.0031,0.9065,0.9062,0.9059
0.6915,1,0.0031,0.9065,0.9062,0.9059
0.692,1,0.0031,0.9065,0.9062,0.9059
0.6925,0,0.0,0.9065,0.9065,0.9065
0.693,0,0.0,0.9065,0.9065,0.9065
0.6935,0,0.0,0.9065,0.9065,0.9065
0.694,0,0.0,0.9065,0.9065,0.9065
0.6945,0,0.0,0.9065,0.9065,0.9065
0.695,0,0.0,0.9065,0.9065,0.9065
0.6955,0,0.0,0.9065,0.9065,0.9065
0.696,0,0.0,0.9065,0.9065,0.9065
0.6965,0,0.0,0.9065,0.9065,0.9065
0.697,0,0.0,0.9065,0.9065,0.9065
0.6975,0,0.0,0.9065,0.9065,0.9065
0.698,0,0.0,0.9065,0.9065,0.9065
0.6985,0,0.0,0.9065,0.9065,0.9065
0.699,0,0.0,0.9065,0.9065,0.9065
0.6995,0,0.0,0.9065,0.9065,0.9065
0.7,0,0.0,0.9065,0.9065,0.9065
