threshold,pending_count,pending_ratio,exact_match_acc_human_100%,exact_match_acc_human_90%,exact_match_acc_human_80%
0.2615,30,0.0935,0.9315,0.9221,0.9128
0.262,30,0.0935,0.9315,0.9221,0.9128
0.2625,30,0.0935,0.9315,0.9221,0.9128
0.263,30,0.0935,0.9315,0.9221,0.9128
0.2635,30,0.0935,0.9315,0.9221,0.9128
0.264,30,0.0935,0.9315,0.9221,0.9128
0.2645,30,0.0935,0.9315,0.9221,0.9128
0.265,30,0.0935,0.9315,0.9221,0.9128
0.2655,30,0.0935,0.9315,0.9221,0.9128
0.266,30,0.0935,0.9315,0.9221,0.9128
0.2665,30,0.0935,0.9315,0.9221,0.9128
0.267,30,0.0935,0.9315,0.9221,0.9128
0.2675,30,0.0935,0.9315,0.9221,0.9128
0.268,30,0.0935,0.9315,0.9221,0.9128
0.2685,30,0.0935,0.9315,0.9221,0.9128
0.269,30,0.0935,0.9315,0.9221,0.9128
0.2695,30,0.0935,0.9315,0.9221,0.9128
0.27,30,0.0935,0.9315,0.9221,0.9128
0.2705,30,0.0935,0.9315,0.9221,0.9128
0.271,30,0.0935,0.9315,0.9221,0.9128
0.2715,30,0.0935,0.9315,0.9221,0.9128
0.272,30,0.0935,0.9315,0.9221,0.9128
0.2725,30,0.0935,0.9315,0.9221,0.9128
0.273,30,0.0935,0.9315,0.9221,0.9128
0.2735,30,0.0935,0.9315,0.9221,0.9128
0.274,30,0.0935,0.9315,0.9221,0.9128
0.2745,30,0.0935,0.9315,0.9221,0.9128
0.275,30,0.0935,0.9315,0.9221,0.9128
0.2755,30,0.0935,0.9315,0.9221,0.9128
0.276,30,0.0935,0.9315,0.9221,0.9128
0.2765,30,0.0935,0.9315,0.9221,0.9128
0.277,30,0.0935,0.9315,0.9221,0.9128
0.2775,30,0.0935,0.9315,0.9221,0.9128
0.278,30,0.0935,0.9315,0.9221,0.9128
0.2785,30,0.0935,0.9315,0.9221,0.9128
0.279,30,0.0935,0.9315,0.9221,0.9128
0.2795,30,0.0935,0.9315,0.9221,0.9128
0.28,30,0.0935,0.9315,0.9221,0.9128
0.2805,30,0.0935,0.9315,0.9221,0.9128
0.281,30,0.0935,0.9315,0.9221,0.9128
0.2815,30,0.0935,0.9315,0.9221,0.9128
0.282,30,0.0935,0.9315,0.9221,0.9128
0.2825,30,0.0935,0.9315,0.9221,0.9128
0.283,30,0.0935,0.9315,0.9221,0.9128
0.2835,30,0.0935,0.9315,0.9221,0.9128
0.284,30,0.0935,0.9315,0.9221,0.9128
0.2845,30,0.0935,0.9315,0.9221,0.9128
0.285,30,0.0935,0.9315,0.9221,0.9128
0.2855,29,0.0903,0.9315,0.9224,0.9134
0.286,29,0.0903,0.9315,0.9224,0.9134
0.2865,29,0.0903,0.9315,0.9224,0.9134
0.287,29,0.0903,0.9315,0.9224,0.9134
0.2875,29,0.0903,0.9315,0.9224,0.9134
0.288,29,0.0903,0.9315,0.9224,0.9134
0.2885,29,0.0903,0.9315,0.9224,0.9134
0.289,29,0.0903,0.9315,0.9224,0.9134
0.2895,29,0.0903,0.9315,0.9224,0.9134
0.29,29,0.0903,0.9315,0.9224,0.9134
0.2905,29,0.0903,0.9315,0.9224,0.9134
0.291,29,0.0903,0.9315,0.9224,0.9134
0.2915,29,0.0903,0.9315,0.9224,0.9134
0.292,29,0.0903,0.9315,0.9224,0.9134
0.2925,28,0.0872,0.9315,0.9227,0.914
0.293,28,0.0872,0.9315,0.9227,0.914
0.2935,28,0.0872,0.9315,0.9227,0.914
0.294,28,0.0872,0.9315,0.9227,0.914
0.2945,28,0.0872,0.9315,0.9227,0.914
0.295,28,0.0872,0.9315,0.9227,0.914
0.2955,28,0.0872,0.9315,0.9227,0.914
0.296,28,0.0872,0.9315,0.9227,0.914
0.2965,28,0.0872,0.9315,0.9227,0.914
0.297,28,0.0872,0.9315,0.9227,0.914
0.2975,28,0.0872,0.9315,0.9227,0.914
0.298,28,0.0872,0.9315,0.9227,0.914
0.2985,28,0.0872,0.9315,0.9227,0.914
0.299,28,0.0872,0.9315,0.9227,0.914
0.2995,28,0.0872,0.9315,0.9227,0.914
0.3,28,0.0872,0.9315,0.9227,0.914
0.3005,27,0.0841,0.9315,0.9231,0.9146
0.301,27,0.0841,0.9315,0.9231,0.9146
0.3015,27,0.0841,0.9315,0.9231,0.9146
0.302,27,0.0841,0.9315,0.9231,0.9146
0.3025,27,0.0841,0.9315,0.9231,0.9146
0.303,27,0.0841,0.9315,0.9231,0.9146
0.3035,27,0.0841,0.9315,0.9231,0.9146
0.304,27,0.0841,0.9315,0.9231,0.9146
0.3045,26,0.081,0.9315,0.9234,0.9153
0.305,26,0.081,0.9315,0.9234,0.9153
0.3055,26,0.081,0.9315,0.9234,0.9153
0.306,26,0.081,0.9315,0.9234,0.9153
0.3065,26,0.081,0.9315,0.9234,0.9153
0.307,26,0.081,0.9315,0.9234,0.9153
0.3075,26,0.081,0.9315,0.9234,0.9153
0.308,26,0.081,0.9315,0.9234,0.9153
0.3085,26,0.081,0.9315,0.9234,0.9153
0.309,26,0.081,0.9315,0.9234,0.9153
0.3095,26,0.081,0.9315,0.9234,0.9153
0.31,26,0.081,0.9315,0.9234,0.9153
0.3105,26,0.081,0.9315,0.9234,0.9153
0.311,26,0.081,0.9315,0.9234,0.9153
0.3115,26,0.081,0.9315,0.9234,0.9153
0.312,26,0.081,0.9315,0.9234,0.9153
0.3125,26,0.081,0.9315,0.9234,0.9153
0.313,26,0.081,0.9315,0.9234,0.9153
0.3135,26,0.081,0.9315,0.9234,0.9153
0.314,26,0.081,0.9315,0.9234,0.9153
0.3145,25,0.0779,0.9315,0.9237,0.9159
0.315,25,0.0779,0.9315,0.9237,0.9159
0.3155,25,0.0779,0.9315,0.9237,0.9159
0.316,25,0.0779,0.9315,0.9237,0.9159
0.3165,25,0.0779,0.9315,0.9237,0.9159
0.317,25,0.0779,0.9315,0.9237,0.9159
0.3175,25,0.0779,0.9315,0.9237,0.9159
0.318,25,0.0779,0.9315,0.9237,0.9159
0.3185,24,0.0748,0.9315,0.924,0.9165
0.319,24,0.0748,0.9315,0.924,0.9165
0.3195,24,0.0748,0.9315,0.924,0.9165
0.32,24,0.0748,0.9315,0.924,0.9165
0.3205,24,0.0748,0.9315,0.924,0.9165
0.321,24,0.0748,0.9315,0.924,0.9165
0.3215,24,0.0748,0.9315,0.924,0.9165
0.322,24,0.0748,0.9315,0.924,0.9165
0.3225,24,0.0748,0.9315,0.924,0.9165
0.323,24,0.0748,0.9315,0.924,0.9165
0.3235,24,0.0748,0.9315,0.924,0.9165
0.324,24,0.0748,0.9315,0.924,0.9165
0.3245,24,0.0748,0.9315,0.924,0.9165
0.325,24,0.0748,0.9315,0.924,0.9165
0.3255,24,0.0748,0.9315,0.924,0.9165
0.326,24,0.0748,0.9315,0.924,0.9165
0.3265,24,0.0748,0.9315,0.924,0.9165
0.327,24,0.0748,0.9315,0.924,0.9165
0.3275,24,0.0748,0.9315,0.924,0.9165
0.328,24,0.0748,0.9315,0.924,0.9165
0.3285,24,0.0748,0.9315,0.924,0.9165
0.329,24,0.0748,0.9315,0.924,0.9165
0.3295,24,0.0748,0.9315,0.924,0.9165
0.33,24,0.0748,0.9315,0.924,0.9165
0.3305,24,0.0748,0.9315,0.924,0.9165
0.331,24,0.0748,0.9315,0.924,0.9165
0.3315,24,0.0748,0.9315,0.924,0.9165
0.332,24,0.0748,0.9315,0.924,0.9165
0.3325,24,0.0748,0.9315,0.924,0.9165
0.333,24,0.0748,0.9315,0.924,0.9165
0.3335,24,0.0748,0.9315,0.924,0.9165
0.334,24,0.0748,0.9315,0.924,0.9165
0.3345,23,0.0717,0.9315,0.9243,0.9171
0.335,23,0.0717,0.9315,0.9243,0.9171
0.3355,23,0.0717,0.9315,0.9243,0.9171
0.336,23,0.0717,0.9315,0.9243,0.9171
0.3365,23,0.0717,0.9315,0.9243,0.9171
0.337,23,0.0717,0.9315,0.9243,0.9171
0.3375,23,0.0717,0.9315,0.9243,0.9171
0.338,23,0.0717,0.9315,0.9243,0.9171
0.3385,23,0.0717,0.9315,0.9243,0.9171
0.339,23,0.0717,0.9315,0.9243,0.9171
0.3395,23,0.0717,0.9315,0.9243,0.9171
0.34,23,0.0717,0.9315,0.9243,0.9171
0.3405,23,0.0717,0.9315,0.9243,0.9171
0.341,23,0.0717,0.9315,0.9243,0.9171
0.3415,23,0.0717,0.9315,0.9243,0.9171
0.342,23,0.0717,0.9315,0.9243,0.9171
0.3425,23,0.0717,0.9315,0.9243,0.9171
0.343,23,0.0717,0.9315,0.9243,0.9171
0.3435,23,0.0717,0.9315,0.9243,0.9171
0.344,23,0.0717,0.9315,0.9243,0.9171
0.3445,23,0.0717,0.9315,0.9243,0.9171
0.345,23,0.0717,0.9315,0.9243,0.9171
0.3455,23,0.0717,0.9315,0.9243,0.9171
0.346,23,0.0717,0.9315,0.9243,0.9171
0.3465,23,0.0717,0.9315,0.9243,0.9171
0.347,23,0.0717,0.9315,0.9243,0.9171
0.3475,23,0.0717,0.9315,0.9243,0.9171
0.348,23,0.0717,0.9315,0.9243,0.9171
0.3485,23,0.0717,0.9315,0.9243,0.9171
0.349,23,0.0717,0.9315,0.9243,0.9171
0.3495,23,0.0717,0.9315,0.9243,0.9171
0.35,23,0.0717,0.9315,0.9243,0.9171
0.3505,23,0.0717,0.9315,0.9243,0.9171
0.351,23,0.0717,0.9315,0.9243,0.9171
0.3515,23,0.0717,0.9315,0.9243,0.9171
0.352,23,0.0717,0.9315,0.9243,0.9171
0.3525,23,0.0717,0.9315,0.9243,0.9171
0.353,23,0.0717,0.9315,0.9243,0.9171
0.3535,23,0.0717,0.9315,0.9243,0.9171
0.354,23,0.0717,0.9315,0.9243,0.9171
0.3545,23,0.0717,0.9315,0.9243,0.9171
0.355,23,0.0717,0.9315,0.9243,0.9171
0.3555,23,0.0717,0.9315,0.9243,0.9171
0.356,23,0.0717,0.9315,0.9243,0.9171
0.3565,23,0.0717,0.9315,0.9243,0.9171
0.357,23,0.0717,0.9315,0.9243,0.9171
0.3575,23,0.0717,0.9315,0.9243,0.9171
0.358,23,0.0717,0.9315,0.9243,0.9171
0.3585,23,0.0717,0.9315,0.9243,0.9171
0.359,23,0.0717,0.9315,0.9243,0.9171
0.3595,23,0.0717,0.9315,0.9243,0.9171
0.36,23,0.0717,0.9315,0.9243,0.9171
0.3605,23,0.0717,0.9315,0.9243,0.9171
0.361,23,0.0717,0.9315,0.9243,0.9171
0.3615,23,0.0717,0.9315,0.9243,0.9171
0.362,23,0.0717,0.9315,0.9243,0.9171
0.3625,22,0.0685,0.9315,0.9246,0.9178
0.363,22,0.0685,0.9315,0.9246,0.9178
0.3635,22,0.0685,0.9315,0.9246,0.9178
0.364,22,0.0685,0.9315,0.9246,0.9178
0.3645,22,0.0685,0.9315,0.9246,0.9178
0.365,22,0.0685,0.9315,0.9246,0.9178
0.3655,22,0.0685,0.9315,0.9246,0.9178
0.366,22,0.0685,0.9315,0.9246,0.9178
0.3665,22,0.0685,0.9315,0.9246,0.9178
0.367,22,0.0685,0.9315,0.9246,0.9178
0.3675,22,0.0685,0.9315,0.9246,0.9178
0.368,22,0.0685,0.9315,0.9246,0.9178
0.3685,22,0.0685,0.9315,0.9246,0.9178
0.369,22,0.0685,0.9315,0.9246,0.9178
0.3695,22,0.0685,0.9315,0.9246,0.9178
0.37,22,0.0685,0.9315,0.9246,0.9178
0.3705,22,0.0685,0.9315,0.9246,0.9178
0.371,22,0.0685,0.9315,0.9246,0.9178
0.3715,22,0.0685,0.9315,0.9246,0.9178
0.372,22,0.0685,0.9315,0.9246,0.9178
0.3725,22,0.0685,0.9315,0.9246,0.9178
0.373,22,0.0685,0.9315,0.9246,0.9178
0.3735,22,0.0685,0.9315,0.9246,0.9178
0.374,22,0.0685,0.9315,0.9246,0.9178
0.3745,22,0.0685,0.9315,0.9246,0.9178
0.375,21,0.0654,0.9315,0.9249,0.9184
0.3755,21,0.0654,0.9315,0.9249,0.9184
0.376,21,0.0654,0.9315,0.9249,0.9184
0.3765,21,0.0654,0.9315,0.9249,0.9184
0.377,21,0.0654,0.9315,0.9249,0.9184
0.3775,21,0.0654,0.9315,0.9249,0.9184
0.378,21,0.0654,0.9315,0.9249,0.9184
0.3785,21,0.0654,0.9315,0.9249,0.9184
0.379,21,0.0654,0.9315,0.9249,0.9184
0.3795,21,0.0654,0.9315,0.9249,0.9184
0.38,21,0.0654,0.9315,0.9249,0.9184
0.3805,21,0.0654,0.9315,0.9249,0.9184
0.381,20,0.0623,0.9315,0.9252,0.919
0.3815,20,0.0623,0.9315,0.9252,0.919
0.382,20,0.0623,0.9315,0.9252,0.919
0.3825,20,0.0623,0.9315,0.9252,0.919
0.383,20,0.0623,0.9315,0.9252,0.919
0.3835,20,0.0623,0.9315,0.9252,0.919
0.384,20,0.0623,0.9315,0.9252,0.919
0.3845,20,0.0623,0.9315,0.9252,0.919
0.385,20,0.0623,0.9315,0.9252,0.919
0.3855,20,0.0623,0.9315,0.9252,0.919
0.386,20,0.0623,0.9315,0.9252,0.919
0.3865,20,0.0623,0.9315,0.9252,0.919
0.387,20,0.0623,0.9315,0.9252,0.919
0.3875,20,0.0623,0.9315,0.9252,0.919
0.388,20,0.0623,0.9315,0.9252,0.919
0.3885,20,0.0623,0.9315,0.9252,0.919
0.389,20,0.0623,0.9315,0.9252,0.919
0.3895,20,0.0623,0.9315,0.9252,0.919
0.39,20,0.0623,0.9315,0.9252,0.919
0.3905,20,0.0623,0.9315,0.9252,0.919
0.391,20,0.0623,0.9315,0.9252,0.919
0.3915,20,0.0623,0.9315,0.9252,0.919
0.392,20,0.0623,0.9315,0.9252,0.919
0.3925,20,0.0623,0.9315,0.9252,0.919
0.393,20,0.0623,0.9315,0.9252,0.919
0.3935,20,0.0623,0.9315,0.9252,0.919
0.394,20,0.0623,0.9315,0.9252,0.919
0.3945,20,0.0623,0.9315,0.9252,0.919
0.395,20,0.0623,0.9315,0.9252,0.919
0.3955,20,0.0623,0.9315,0.9252,0.919
0.396,20,0.0623,0.9315,0.9252,0.919
0.3965,20,0.0623,0.9315,0.9252,0.919
0.397,20,0.0623,0.9315,0.9252,0.919
0.3975,20,0.0623,0.9315,0.9252,0.919
0.398,20,0.0623,0.9315,0.9252,0.919
0.3985,20,0.0623,0.9315,0.9252,0.919
0.399,20,0.0623,0.9315,0.9252,0.919
0.3995,20,0.0623,0.9315,0.9252,0.919
0.4,20,0.0623,0.9315,0.9252,0.919
0.4005,20,0.0623,0.9315,0.9252,0.919
0.401,20,0.0623,0.9315,0.9252,0.919
0.4015,20,0.0623,0.9315,0.9252,0.919
0.402,20,0.0623,0.9315,0.9252,0.919
0.4025,20,0.0623,0.9315,0.9252,0.919
0.403,20,0.0623,0.9315,0.9252,0.919
0.4035,20,0.0623,0.9315,0.9252,0.919
0.404,20,0.0623,0.9315,0.9252,0.919
0.4045,20,0.0623,0.9315,0.9252,0.919
0.405,20,0.0623,0.9315,0.9252,0.919
0.4055,20,0.0623,0.9315,0.9252,0.919
0.406,20,0.0623,0.9315,0.9252,0.919
0.4065,20,0.0623,0.9315,0.9252,0.919
0.407,20,0.0623,0.9315,0.9252,0.919
0.4075,20,0.0623,0.9315,0.9252,0.919
0.408,20,0.0623,0.9315,0.9252,0.919
0.4085,20,0.0623,0.9315,0.9252,0.919
0.409,20,0.0623,0.9315,0.9252,0.919
0.4095,20,0.0623,0.9315,0.9252,0.919
0.41,20,0.0623,0.9315,0.9252,0.919
0.4105,20,0.0623,0.9315,0.9252,0.919
0.411,20,0.0623,0.9315,0.9252,0.919
0.4115,20,0.0623,0.9315,0.9252,0.919
0.412,20,0.0623,0.9315,0.9252,0.919
0.4125,20,0.0623,0.9315,0.9252,0.919
0.413,20,0.0623,0.9315,0.9252,0.919
0.4135,20,0.0623,0.9315,0.9252,0.919
0.414,19,0.0592,0.9315,0.9255,0.9196
0.4145,19,0.0592,0.9315,0.9255,0.9196
0.415,19,0.0592,0.9315,0.9255,0.9196
0.4155,19,0.0592,0.9315,0.9255,0.9196
0.416,19,0.0592,0.9315,0.9255,0.9196
0.4165,19,0.0592,0.9315,0.9255,0.9196
0.417,19,0.0592,0.9315,0.9255,0.9196
0.4175,19,0.0592,0.9315,0.9255,0.9196
0.418,19,0.0592,0.9315,0.9255,0.9196
0.4185,19,0.0592,0.9315,0.9255,0.9196
0.419,19,0.0592,0.9315,0.9255,0.9196
0.4195,19,0.0592,0.9315,0.9255,0.9196
0.42,19,0.0592,0.9315,0.9255,0.9196
0.4205,19,0.0592,0.9315,0.9255,0.9196
0.421,19,0.0592,0.9315,0.9255,0.9196
0.4215,19,0.0592,0.9315,0.9255,0.9196
0.422,19,0.0592,0.9315,0.9255,0.9196
0.4225,19,0.0592,0.9315,0.9255,0.9196
0.423,19,0.0592,0.9315,0.9255,0.9196
0.4235,19,0.0592,0.9315,0.9255,0.9196
0.424,19,0.0592,0.9315,0.9255,0.9196
0.4245,19,0.0592,0.9315,0.9255,0.9196
0.425,19,0.0592,0.9315,0.9255,0.9196
0.4255,19,0.0592,0.9315,0.9255,0.9196
0.426,19,0.0592,0.9315,0.9255,0.9196
0.4265,19,0.0592,0.9315,0.9255,0.9196
0.427,19,0.0592,0.9315,0.9255,0.9196
0.4275,19,0.0592,0.9315,0.9255,0.9196
0.428,19,0.0592,0.9315,0.9255,0.9196
0.4285,19,0.0592,0.9315,0.9255,0.9196
0.429,19,0.0592,0.9315,0.9255,0.9196
0.4295,19,0.0592,0.9315,0.9255,0.9196
0.43,19,0.0592,0.9315,0.9255,0.9196
0.4305,19,0.0592,0.9315,0.9255,0.9196
0.431,19,0.0592,0.9315,0.9255,0.9196
0.4315,19,0.0592,0.9315,0.9255,0.9196
0.432,19,0.0592,0.9315,0.9255,0.9196
0.4325,19,0.0592,0.9315,0.9255,0.9196
0.433,19,0.0592,0.9315,0.9255,0.9196
0.4335,19,0.0592,0.9315,0.9255,0.9196
0.434,19,0.0592,0.9315,0.9255,0.9196
0.4345,19,0.0592,0.9315,0.9255,0.9196
0.435,19,0.0592,0.9315,0.9255,0.9196
0.4355,19,0.0592,0.9315,0.9255,0.9196
0.436,19,0.0592,0.9315,0.9255,0.9196
0.4365,19,0.0592,0.9315,0.9255,0.9196
0.437,19,0.0592,0.9315,0.9255,0.9196
0.4375,19,0.0592,0.9315,0.9255,0.9196
0.438,19,0.0592,0.9315,0.9255,0.9196
0.4385,19,0.0592,0.9315,0.9255,0.9196
0.439,19,0.0592,0.9315,0.9255,0.9196
0.4395,19,0.0592,0.9315,0.9255,0.9196
0.44,19,0.0592,0.9315,0.9255,0.9196
0.4405,19,0.0592,0.9315,0.9255,0.9196
0.441,19,0.0592,0.9315,0.9255,0.9196
0.4415,19,0.0592,0.9315,0.9255,0.9196
0.442,19,0.0592,0.9315,0.9255,0.9196
0.4425,19,0.0592,0.9315,0.9255,0.9196
0.443,19,0.0592,0.9315,0.9255,0.9196
0.4435,19,0.0592,0.9315,0.9255,0.9196
0.444,19,0.0592,0.9315,0.9255,0.9196
0.4445,19,0.0592,0.9315,0.9255,0.9196
0.445,19,0.0592,0.9315,0.9255,0.9196
0.4455,19,0.0592,0.9315,0.9255,0.9196
0.446,19,0.0592,0.9315,0.9255,0.9196
0.4465,19,0.0592,0.9315,0.9255,0.9196
0.447,19,0.0592,0.9315,0.9255,0.9196
0.4475,19,0.0592,0.9315,0.9255,0.9196
0.448,19,0.0592,0.9315,0.9255,0.9196
0.4485,19,0.0592,0.9315,0.9255,0.9196
0.449,19,0.0592,0.9315,0.9255,0.9196
0.4495,19,0.0592,0.9315,0.9255,0.9196
0.45,19,0.0592,0.9315,0.9255,0.9196
0.4505,19,0.0592,0.9315,0.9255,0.9196
0.451,19,0.0592,0.9315,0.9255,0.9196
0.4515,19,0.0592,0.9315,0.9255,0.9196
0.452,19,0.0592,0.9315,0.9255,0.9196
0.4525,19,0.0592,0.9315,0.9255,0.9196
0.453,19,0.0592,0.9315,0.9255,0.9196
0.4535,19,0.0592,0.9315,0.9255,0.9196
0.454,19,0.0592,0.9315,0.9255,0.9196
0.4545,19,0.0592,0.9315,0.9255,0.9196
0.455,19,0.0592,0.9315,0.9255,0.9196
0.4555,19,0.0592,0.9315,0.9255,0.9196
0.456,19,0.0592,0.9315,0.9255,0.9196
0.4565,19,0.0592,0.9315,0.9255,0.9196
0.457,19,0.0592,0.9315,0.9255,0.9196
0.4575,18,0.0561,0.9315,0.9259,0.9202
0.458,18,0.0561,0.9315,0.9259,0.9202
0.4585,18,0.0561,0.9315,0.9259,0.9202
0.459,18,0.0561,0.9315,0.9259,0.9202
0.4595,18,0.0561,0.9315,0.9259,0.9202
0.46,18,0.0561,0.9315,0.9259,0.9202
0.4605,18,0.0561,0.9315,0.9259,0.9202
0.461,18,0.0561,0.9315,0.9259,0.9202
0.4615,18,0.0561,0.9315,0.9259,0.9202
0.462,18,0.0561,0.9315,0.9259,0.9202
0.4625,18,0.0561,0.9315,0.9259,0.9202
0.463,18,0.0561,0.9315,0.9259,0.9202
0.4635,18,0.0561,0.9315,0.9259,0.9202
0.464,18,0.0561,0.9315,0.9259,0.9202
0.4645,18,0.0561,0.9315,0.9259,0.9202
0.465,18,0.0561,0.9315,0.9259,0.9202
0.4655,18,0.0561,0.9315,0.9259,0.9202
0.466,18,0.0561,0.9315,0.9259,0.9202
0.4665,18,0.0561,0.9315,0.9259,0.9202
0.467,18,0.0561,0.9315,0.9259,0.9202
0.4675,18,0.0561,0.9315,0.9259,0.9202
0.468,18,0.0561,0.9315,0.9259,0.9202
0.4685,18,0.0561,0.9315,0.9259,0.9202
0.469,18,0.0561,0.9315,0.9259,0.9202
0.4695,18,0.0561,0.9315,0.9259,0.9202
0.47,18,0.0561,0.9315,0.9259,0.9202
0.4705,18,0.0561,0.9315,0.9259,0.9202
0.471,17,0.053,0.9283,0.9231,0.9178
0.4715,17,0.053,0.9283,0.9231,0.9178
0.472,17,0.053,0.9283,0.9231,0.9178
0.4725,17,0.053,0.9283,0.9231,0.9178
0.473,17,0.053,0.9283,0.9231,0.9178
0.4735,17,0.053,0.9283,0.9231,0.9178
0.474,17,0.053,0.9283,0.9231,0.9178
0.4745,17,0.053,0.9283,0.9231,0.9178
0.475,17,0.053,0.9283,0.9231,0.9178
0.4755,17,0.053,0.9283,0.9231,0.9178
0.476,17,0.053,0.9283,0.9231,0.9178
0.4765,17,0.053,0.9283,0.9231,0.9178
0.477,17,0.053,0.9283,0.9231,0.9178
0.4775,17,0.053,0.9283,0.9231,0.9178
0.478,17,0.053,0.9283,0.9231,0.9178
0.4785,17,0.053,0.9283,0.9231,0.9178
0.479,16,0.0498,0.9283,0.9234,0.9184
0.4795,16,0.0498,0.9283,0.9234,0.9184
0.48,16,0.0498,0.9283,0.9234,0.9184
0.4805,16,0.0498,0.9283,0.9234,0.9184
0.481,16,0.0498,0.9283,0.9234,0.9184
0.4815,15,0.0467,0.9283,0.9237,0.919
0.482,15,0.0467,0.9283,0.9237,0.919
0.4825,15,0.0467,0.9283,0.9237,0.919
0.483,15,0.0467,0.9283,0.9237,0.919
0.4835,15,0.0467,0.9283,0.9237,0.919
0.484,15,0.0467,0.9283,0.9237,0.919
0.4845,15,0.0467,0.9283,0.9237,0.919
0.485,15,0.0467,0.9283,0.9237,0.919
0.4855,15,0.0467,0.9283,0.9237,0.919
0.486,15,0.0467,0.9283,0.9237,0.919
0.4865,15,0.0467,0.9283,0.9237,0.919
0.487,15,0.0467,0.9283,0.9237,0.919
0.4875,15,0.0467,0.9283,0.9237,0.919
0.488,15,0.0467,0.9283,0.9237,0.919
0.4885,15,0.0467,0.9283,0.9237,0.919
0.489,15,0.0467,0.9283,0.9237,0.919
0.4895,15,0.0467,0.9283,0.9237,0.919
0.49,15,0.0467,0.9283,0.9237,0.919
0.4905,15,0.0467,0.9283,0.9237,0.919
0.491,15,0.0467,0.9283,0.9237,0.919
0.4915,15,0.0467,0.9283,0.9237,0.919
0.492,15,0.0467,0.9283,0.9237,0.919
0.4925,15,0.0467,0.9283,0.9237,0.919
0.493,15,0.0467,0.9283,0.9237,0.919
0.4935,15,0.0467,0.9283,0.9237,0.919
0.494,15,0.0467,0.9283,0.9237,0.919
0.4945,15,0.0467,0.9283,0.9237,0.919
0.495,15,0.0467,0.9283,0.9237,0.919
0.4955,15,0.0467,0.9283,0.9237,0.919
0.496,15,0.0467,0.9283,0.9237,0.919
0.4965,15,0.0467,0.9283,0.9237,0.919
0.497,15,0.0467,0.9283,0.9237,0.919
0.4975,15,0.0467,0.9283,0.9237,0.919
0.498,15,0.0467,0.9283,0.9237,0.919
0.4985,15,0.0467,0.9283,0.9237,0.919
0.499,15,0.0467,0.9283,0.9237,0.919
0.4995,15,0.0467,0.9283,0.9237,0.919
0.5,15,0.0467,0.9283,0.9237,0.919
0.5005,15,0.0467,0.9283,0.9237,0.919
0.501,15,0.0467,0.9283,0.9237,0.919
0.5015,15,0.0467,0.9283,0.9237,0.919
0.502,15,0.0467,0.9283,0.9237,0.919
0.5025,15,0.0467,0.9283,0.9237,0.919
0.503,15,0.0467,0.9283,0.9237,0.919
0.5035,15,0.0467,0.9283,0.9237,0.919
0.504,15,0.0467,0.9283,0.9237,0.919
0.5045,14,0.0436,0.9252,0.9209,0.9165
0.505,14,0.0436,0.9252,0.9209,0.9165
0.5055,14,0.0436,0.9252,0.9209,0.9165
0.506,14,0.0436,0.9252,0.9209,0.9165
0.5065,14,0.0436,0.9252,0.9209,0.9165
0.507,14,0.0436,0.9252,0.9209,0.9165
0.5075,14,0.0436,0.9252,0.9209,0.9165
0.508,14,0.0436,0.9252,0.9209,0.9165
0.5085,14,0.0436,0.9252,0.9209,0.9165
0.509,14,0.0436,0.9252,0.9209,0.9165
0.5095,14,0.0436,0.9252,0.9209,0.9165
0.51,14,0.0436,0.9252,0.9209,0.9165
0.5105,14,0.0436,0.9252,0.9209,0.9165
0.511,14,0.0436,0.9252,0.9209,0.9165
0.5115,14,0.0436,0.9252,0.9209,0.9165
0.512,14,0.0436,0.9252,0.9209,0.9165
0.5125,14,0.0436,0.9252,0.9209,0.9165
0.513,14,0.0436,0.9252,0.9209,0.9165
0.5135,14,0.0436,0.9252,0.9209,0.9165
0.514,14,0.0436,0.9252,0.9209,0.9165
0.5145,14,0.0436,0.9252,0.9209,0.9165
0.515,14,0.0436,0.9252,0.9209,0.9165
0.5155,13,0.0405,0.9252,0.9212,0.9171
0.516,13,0.0405,0.9252,0.9212,0.9171
0.5165,13,0.0405,0.9252,0.9212,0.9171
0.517,13,0.0405,0.9252,0.9212,0.9171
0.5175,13,0.0405,0.9252,0.9212,0.9171
0.518,13,0.0405,0.9252,0.9212,0.9171
0.5185,13,0.0405,0.9252,0.9212,0.9171
0.519,13,0.0405,0.9252,0.9212,0.9171
0.5195,13,0.0405,0.9252,0.9212,0.9171
0.52,13,0.0405,0.9252,0.9212,0.9171
0.5205,13,0.0405,0.9252,0.9212,0.9171
0.521,13,0.0405,0.9252,0.9212,0.9171
0.5215,13,0.0405,0.9252,0.9212,0.9171
0.522,13,0.0405,0.9252,0.9212,0.9171
0.5225,13,0.0405,0.9252,0.9212,0.9171
0.523,13,0.0405,0.9252,0.9212,0.9171
0.5235,13,0.0405,0.9252,0.9212,0.9171
0.524,13,0.0405,0.9252,0.9212,0.9171
0.5245,13,0.0405,0.9252,0.9212,0.9171
0.525,13,0.0405,0.9252,0.9212,0.9171
0.5255,13,0.0405,0.9252,0.9212,0.9171
0.526,13,0.0405,0.9252,0.9212,0.9171
0.5265,12,0.0374,0.9221,0.9184,0.9146
0.527,12,0.0374,0.9221,0.9184,0.9146
0.5275,12,0.0374,0.9221,0.9184,0.9146
