threshold,pending_count,pending_ratio,exact_match_acc_human_100%,exact_match_acc_human_90%,exact_match_acc_human_80%
0.535,0,0.0,0.9065,0.9065,0.9065
0.5355,0,0.0,0.9065,0.9065,0.9065
0.536,0,0.0,0.9065,0.9065,0.9065
0.5365,0,0.0,0.9065,0.9065,0.9065
0.537,0,0.0,0.9065,0.9065,0.9065
0.5375,0,0.0,0.9065,0.9065,0.9065
0.538,0,0.0,0.9065,0.9065,0.9065
0.5385,0,0.0,0.9065,0.9065,0.9065
0.539,0,0.0,0.9065,0.9065,0.9065
0.5395,0,0.0,0.9065,0.9065,0.9065
0.54,0,0.0,0.9065,0.9065,0.9065
0.5405,0,0.0,0.9065,0.9065,0.9065
0.541,0,0.0,0.9065,0.9065,0.9065
0.5415,0,0.0,0.9065,0.9065,0.9065
0.542,0,0.0,0.9065,0.9065,0.9065
0.5425,0,0.0,0.9065,0.9065,0.9065
0.543,0,0.0,0.9065,0.9065,0.9065
0.5435,0,0.0,0.9065,0.9065,0.9065
0.544,0,0.0,0.9065,0.9065,0.9065
0.5445,0,0.0,0.9065,0.9065,0.9065
0.545,0,0.0,0.9065,0.9065,0.9065
0.5455,0,0.0,0.9065,0.9065,0.9065
0.546,0,0.0,0.9065,0.9065,0.9065
0.5465,0,0.0,0.9065,0.9065,0.9065
0.547,0,0.0,0.9065,0.9065,0.9065
0.5475,0,0.0,0.9065,0.9065,0.9065
0.548,0,0.0,0.9065,0.9065,0.9065
0.5485,0,0.0,0.9065,0.9065,0.9065
0.549,0,0.0,0.9065,0.9065,0.9065
0.5495,0,0.0,0.9065,0.9065,0.9065
0.55,0,0.0,0.9065,0.9065,0.9065
0.5505,0,0.0,0.9065,0.9065,0.9065
0.551,0,0.0,0.9065,0.9065,0.9065
0.5515,0,0.0,0.9065,0.9065,0.9065
0.552,0,0.0,0.9065,0.9065,0.9065
0.5525,0,0.0,0.9065,0.9065,0.9065
0.553,0,0.0,0.9065,0.9065,0.9065
0.5535,0,0.0,0.9065,0.9065,0.9065
0.554,0,0.0,0.9065,0.9065,0.9065
0.5545,0,0.0,0.9065,0.9065,0.9065
0.555,0,0.0,0.9065,0.9065,0.9065
0.5555,0,0.0,0.9065,0.9065,0.9065
0.556,0,0.0,0.9065,0.9065,0.9065
0.5565,0,0.0,0.9065,0.9065,0.9065
0.557,0,0.0,0.9065,0.9065,0.9065
0.5575,0,0.0,0.9065,0.9065,0.9065
0.558,0,0.0,0.9065,0.9065,0.9065
0.5585,0,0.0,0.9065,0.9065,0.9065
0.559,0,0.0,0.9065,0.9065,0.9065
0.5595,0,0.0,0.9065,0.9065,0.9065
0.56,0,0.0,0.9065,0.9065,0.9065
0.5605,0,0.0,0.9065,0.9065,0.9065
0.561,0,0.0,0.9065,0.9065,0.9065
0.5615,0,0.0,0.9065,0.9065,0.9065
0.562,0,0.0,0.9065,0.9065,0.9065
0.5625,0,0.0,0.9065,0.9065,0.9065
0.563,0,0.0,0.9065,0.9065,0.9065
0.5635,0,0.0,0.9065,0.9065,0.9065
0.564,0,0.0,0.9065,0.9065,0.9065
0.5645,0,0.0,0.9065,0.9065,0.9065
0.565,0,0.0,0.9065,0.9065,0.9065
0.5655,0,0.0,0.9065,0.9065,0.9065
0.566,0,0.0,0.9065,0.9065,0.9065
0.5665,0,0.0,0.9065,0.9065,0.9065
0.567,0,0.0,0.9065,0.9065,0.9065
0.5675,0,0.0,0.9065,0.9065,0.9065
0.568,0,0.0,0.9065,0.9065,0.9065
0.5685,0,0.0,0.9065,0.9065,0.9065
0.569,0,0.0,0.9065,0.9065,0.9065
0.5695,0,0.0,0.9065,0.9065,0.9065
0.57,0,0.0,0.9065,0.9065,0.9065
0.5705,0,0.0,0.9065,0.9065,0.9065
0.571,0,0.0,0.9065,0.9065,0.9065
0.5715,0,0.0,0.9065,0.9065,0.9065
0.572,0,0.0,0.9065,0.9065,0.9065
0.5725,0,0.0,0.9065,0.9065,0.9065
0.573,0,0.0,0.9065,0.9065,0.9065
0.5735,0,0.0,0.9065,0.9065,0.9065
0.574,0,0.0,0.9065,0.9065,0.9065
0.5745,0,0.0,0.9065,0.9065,0.9065
0.575,0,0.0,0.9065,0.9065,0.9065
0.5755,0,0.0,0.9065,0.9065,0.9065
0.576,0,0.0,0.9065,0.9065,0.9065
0.5765,0,0.0,0.9065,0.9065,0.9065
0.577,0,0.0,0.9065,0.9065,0.9065
0.5775,0,0.0,0.9065,0.9065,0.9065
0.578,0,0.0,0.9065,0.9065,0.9065
0.5785,0,0.0,0.9065,0.9065,0.9065
